video,frame_count,width,height,question,answer,qid,type
7005323824,928,568,320,is the girl skilled in feeding herself,no,0,DB
6179758316,1811,640,480,why did the boy in blue fall when he tries to take the jeans out from the legs,lost balance,6,CW
4845935711,2697,640,480,where did the boy in blue went to after he entered the classroom,behind the girl,3,TN
4975841637,2640,320,240,why did the woman sitting next to a woman wearing pink scarf look down the whole time,reading,4,CW
2833808682,477,640,480,what does the baby do after she throws the bag into the box,pick it up again,4,TN
8624212542,2325,640,360,where are the penguins hanging out,rocks,5,DL
3828379201,1867,640,480,did the boy in blue shirt enjoy playing with the girl,yes,6,DB
7181477329,1080,640,360,why does the singer move his head vigorously before the lighting changes to dark yellow,engrossed into music,2,CW
4849169953,1955,640,480,what is the baby doing with the green toy,curious,7,TC
5875638686,1050,640,480,why does the woman hold the wall before the boat moves forward,support herself,1,CW
3553576244,2580,320,240,what colour was the shirt the man who walked past was wearing,white,5,TC
3279406187,408,640,480,did the man in blue react when the girl on the right bumped into his shoulder,no,6,DB
8627945015,1905,640,360,why does the man in green stand in front of the lady in black,pose for her,7,CW
7173974984,1018,640,360,what did the man do before he stood up in the middle of the video,hold the leash and pat dog,6,TP
11783819835,2897,640,360,what was the boy on the floor doing as the two ladies were singing,tapping his leg,6,TC
7471812372,1712,640,360,how many dogs are there,one,8,DC
12624072313,1279,640,360,why is it darker on the right side of the video and brighter on the left side,the sun is setting,5,CW
5312973009,2697,640,360,what did the small dog do after the woman in green pat it,get up,6,TN
6847097278,1554,640,360,why was there only lights on the man,attention on him,0,CW
11061971625,960,640,1138,which hand does the boy in white strap his camera on,right hand,9,DO
2888597276,1422,640,480,what does the man in black suit do with his hands after he stopped running near the end,rub his eye,6,TN
3056221287,2697,640,480,what does the lady with curly hair do after she sat down on the floor,talk to the lady,7,TN
3010630754,728,640,480,is the boy the only one at the table,yes,5,DB
6951351121,472,640,360,what does the man in blue do after receiving the first ball,throw the ball,0,TN
10262640166,4320,640,358,judging from the looks is this place a classroom,yes,2,DB
4239725174,1166,640,480,what did the boy in the apron do after the boy on the right lifted his bowl,play with clay,6,TN
5358341258,1180,640,480,do any other creatures appear at all,no,9,DB
8549729072,1333,640,360,why are there so many cartridge on the ground,shot during practice,5,CW
5910181912,965,320,240,why does the girl in white bend backwards when the girl in pink tries to kick her at the beginning,avoid being kicked,5,CW
2972558344,1053,640,480,why is the lady bending over her car,loading items,0,CW
6557500121,750,640,360,how did the man in brown minimise obstructions to his movement of hand,roll up sleeves,4,CH
10206418696,950,640,480,how did the boy in blue leave the video frame,run off,8,CH
4688734758,1666,352,288,why did the girl come off to the floor level after awhile,someone asked her to do that,2,CW
7843288978,2697,640,480,why did the adult swipe the phone,reset size,5,CW
6188920051,1387,640,480,what features on the lady s tricycle differentiate it from other tricycles or bicycles,much more taller than conventional tricyce,4,DO
5145149014,874,640,360,why did the man hold the baby tightly at the sides when playing with it,prevent falling off,2,CW
6330712610,2697,640,360,why do the people sit down and watch the lady in stripes and the man in blue,audience,1,CW
7186531887,1584,640,384,why does the child raise his hands in the air nearing the end,excited,8,CW
5741080503,788,480,360,why did the dogs jump on each other when they fight,knock the other one down,2,CW
4161907138,949,640,428,is the baby enjoying himself on the lady s lap,yes,2,DB
4573348751,2078,640,480,why is the guitarists moving his head up and down while playing his guitar,enjoy music,0,CW
5019522100,1251,640,360,is the baby ticklish,yes,1,DB
2638437493,1332,640,480,why is the woman holding a yellow plastic bag,snacks to eat,9,CW
4035220404,1439,320,240,does anyone pick up the phones in the video,no,5,DB
4042316957,1202,640,480,is the girl able to swim on her own,no,1,DB
6554295195,1178,640,360,what do the children do after the lady in red gestured at them near the end,walk off stage,1,TN
4703526609,785,640,480,why does the man with white hair repeat the same action many times,teaching the student,4,CW
9253920286,442,640,360,how many canoes are there,one,2,DC
7985491872,2697,640,480,why does the man hold the gun in a specific direction while talking about the gun,show the spectators,4,CW
3058094185,1459,160,120,why did the small boy clap his hands as he watches the television,enjoying the show,1,CW
3462121199,1103,640,480,why did the man in black kneeled down at the end of the video,to pick up something,8,CW
4838398062,1131,320,240,what does the baby do after standing up,turn around,7,TN
5717777815,322,480,640,what does the lady do as the boy is attempting to walk forward,hold boy s hand,6,TC
12603962103,528,640,360,how does the man in all black in front of the microphone move his musical instrument,shake with hands,8,CH
9281344489,2160,640,360,why did the man in white start to move his feet when he started singing,rhythm,0,CW
6422862927,350,640,360,what does the girl do after the boy touches his fingers together,copies him,7,TN
3491915710,606,640,480,what activity is the boy doing in the video,cycling,8,TC
9560998032,1284,272,480,did the lady bite the baby s fingers hardly,no,8,DB
3416462403,485,640,480,why does the baby stops and looks back after a while in the beginning,look for the man,2,CW
5672163231,1195,640,360,what does the man in vest do when he first approached the two people at the fire,holds the wood,9,TC
5561006511,530,640,360,how did the baby interacted with the purple toy,put in his mouth,1,CH
3876483801,330,640,480,why is the girl using supporting equipment,stay afloat,3,CW
5808252980,1090,640,480,why is the boy and man holding a book,man is reading to the boy,0,CW
2621079735,734,500,283,why are the swans aggregated at the side of the pond,eating food,1,CW
3061528844,1047,320,240,what does the man do after the shirtless boy attempts to come back in the middle of the video,show him the toy,7,TN
6194807654,2124,640,360,did the lady almost trip in the midde of the video,yes,2,DB
7163366568,350,320,240,are the ladies having a fun time in the company of one another,yes,5,DB
3711378974,1144,320,240,what does the lady with white towel do after putting on a single glove in the middle,squeeze lemon,7,TN
4293829251,2476,640,480,why does the person point to a place to the baby before the baby keeps coming closer and closer to the camera,catching baby s attention,3,CW
9986868446,1146,640,424,what does the man in striped shirt do after dipping his brush into the plate,resumes writing,8,TN
2583111812,1917,640,480,why did the man looking at the bunny with loving eyes,man loves bunny,4,CW
8284874734,780,640,480,what does the man with red flower band do after finishing dancing,walk off,5,TN
5708481466,1290,352,288,what does the boy do after driving for a while at the start,change direction,6,TN
6133416273,1380,640,480,how did the lady in white guide the boy who to pass the letter to at the start of the video,point over,5,CH
4731367454,2419,640,480,why are there people in the background,play music,3,CW
7209064294,1170,640,480,what did the girl do as the boy in green fell to the ground,look at boy in green,6,DO
6385308823,1274,640,360,at what pace were they cycling,slow,7,DO
5368243767,1679,640,1138,where are they,office,7,DL
4850672344,744,640,424,is it safe for the people to gear in slippery shoes to walk this path,no,3,DB
6571774901,1295,640,360,what did the lady do after she did a victory sign,walk towards camera,6,TN
5794481494,791,640,362,what is the man holding as he sits in the chair,cup,0,TC
3689483847,550,640,480,what does the boy wear on his head,cap and goggles,1,DO
3828863805,1249,640,480,what is the man carrying in his hands,camera,11,DO
3654654006,2552,640,360,what is the aim of this game,to get into net,7,DO
4273164443,2697,640,480,why did the man in white hold onto a rope that is tied on the camel,to lead the way,0,CW
3036261707,1476,320,240,where is the boy touching before he started dancing,stomach,4,TP
5823056008,1080,640,360,why are the group of the people in the mountains,hiking trip,0,CW
11585666326,1320,640,360,why does the man in blue run off first before the dog at the beginning of the video,let the dog chase,0,CW
5748513118,1091,640,362,why do the man in brown and the man in light blue look at the people in dark blue,watching the performance,3,CW
6063052014,1057,272,480,how did the man make sure that the baby eats the food well and no food drips from the baby s mouth,uses the spoon to clean up,7,CH
